file_style_id,file,origin_tool,ifc_schema,style_code,handing,shape,operation_guess,panel_config_guess,classification_confidence,classification_basis,classification_evidence,golden_target_verdict,bakedness_class,parametric_integrity_score,geometry,has_lining_props,has_panel_props,source_style_name,window_count,source,source_url,provenance_note,license_note
F187,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm,83,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F188,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F189,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI005_120x250 cm,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F190,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI002 - 80x140 cm,7,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F191,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI003_160x250 cm,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F192,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI005_120x250 cm,29,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F193,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F194,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI002 - 80x140 cm,19,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F195,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm,42,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F196,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI003_160x250 cm,10,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F197,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI005_120x250 cm,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F198,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI003_160x250 cm,2,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F199,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI002 - 80x140 cm,4,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F200,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F201,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI005_120x250 cm,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F202,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 2a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 2A:0AR_FIN_FI005_120x250 cm,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F203,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm - sottoluce,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F204,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F205,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm - sottoluce,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F206,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - 1a:0ar_fin_fi0' part=SINGLE_PANEL panel_ops=-,needs_style_review,SEMI_PARAMETRIC,77,parametric_swept,True,False,0AR_FIN_FI000 - 1A:0AR_FIN_FI001 - 80x250 cm - sottoluce,3,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F207,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - griglia:150 x ' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,0AR_FIN_FI000 - griglia:150 x 230 cm,16,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
F208,ISSUE_098_R8_F1_MAB_AR_M3_XX_XXX_MO_7000.ifc,Autodesk Revit 2022 (ENG),IFC2X3,UNCLASSIFIED,-,RECT,UNKNOWN,SINGLE,low,none,name='0ar_fin_fi000 - griglia:200 x ' part=NOTDEFINED panel_ops=-,needs_style_review,SEMI_PARAMETRIC,72,parametric_swept,True,False,0AR_FIN_FI000 - griglia:200 x 230 cm,1,downloaded,https://github.com/ThatOpen/engine_web-ifc,Autodesk Revit 2022 (ENG); open test fixture,open fixture; verify per-file author/license
